"female","LHML","LHEB","LHHD","LHMLD","LHAPD","RHML","RHEB","RHHD","RHMLD","RHAPD","LRML","LRMLD","LRAPD","RRML","RRMLD","RRAPD","LFML","LFBL","LFEB","LFAB","LFHD","LFMLD","LFAPD","RFML","RFBL","RFEB","RFAB","RFHD","RFMLD","RFAPD","LTML","LTPB","LTMLD","LTAPD","RTML","RTPB","RTMLD","RTAPD","BIB","LIBL","RIBL","LAcH","RAcH"
0,275.67,63.82,48.99,18.54,19.68,302,56,40.23,18.78,20.06,236.5,11.25,10.36,239,11.76,10.64,429,427,72,61.25,39.21,23.56,25.63,427,424,72,61.23,38.83,22.83,26.98,360,64,20.81,27.78,378,65,24.85,26.72,238,136,138,44.7,42.62
0,333.02,69.22,44.23,22.77,20.05,317,61.5,46.12,20.85,18.9,252.53,11.96,11.99,259.5,13.68,11.02,394.45,366.12,67.41,57.18,38.5,28.73,35.1,435.5,431,81,70.91,44.05,23.07,26.26,326.19,66.33,21.83,19.16,375,76.5,22.29,29.1,267.5,149,150,50.43,49.58
1,277.5,52,37.83,18.73,16.71,282,54.5,37.98,19.01,18.6,219,11.05,11.16,221,11.45,11.8,397.5,392.5,73,62.58,39.93,22.33,25.05,393.5,390.5,73,62.12,39.85,22.6,25.36,338,65,19.86,24.88,338.5,66,21.61,24.61,260,150,147.35,44.63,41.02
1,272,55,38.01,20.95,19.83,278.5,54,38.38,20.43,21.1,214,14.65,13.01,216,15.19,13.15,399,394,71,60.68,39.95,23.44,27.66,393,388.5,71.5,61.8,39.39,22.36,26.34,318,63,22.89,27.72,323,64.5,24.35,27.22,273,147,146,45.26,44.97
0,286.6,48.14,44.56,21.48,17.56,306,57,42.68,19.42,18.22,236.24,13.97,10,245,11.86,10.74,436,430,76.5,66.15,41.7,21.47,29.03,436,430,78,67.1,42.02,21.71,27.94,371,69,19.78,30.75,372.5,71,21.87,27.27,251,170.76,153.39,47.51,47.5
0,337,58.5,47.06,19.96,19.18,336.5,60.5,46.26,20.97,21.21,257,12.64,11.54,259.5,13.04,11.98,465,459,83,71.28,47.52,25.94,27.97,461,453,83,72.8,47.22,24.25,28.73,390,75.5,23.9,31.2,393,77,24.34,28.16,260,152,153,53.5,51.79
1,274,49,35.69,19.27,16.16,282.85,58.39,44.06,18.26,24.21,216,13.29,9.19,215.5,13.42,9.23,380,375,69,58.25,37.01,21.96,25.1,381.5,376.5,69,59.14,37.77,21.68,24.56,352.36,66.28,20.18,26.09,325,65,20.21,25.77,251,140,141,41.73,43.72
0,303,58,43.49,17.93,16.6,304.5,60,44.66,19.98,18.45,229,13.45,9.98,230.5,13.98,10.84,382.42,451.22,76.49,57.41,36.64,29.87,30.29,429,424,80,69.79,44.63,24.25,26.14,295.25,75.55,18.27,25.99,357,72,21.29,29.01,252,143,146,50.08,50.5
0,295,57.5,40.91,20.58,19.13,290.5,58,41.97,22.26,20.21,231,13.22,10.6,231,13.57,10.85,390,388,76,66.62,41.59,25.1,26.41,395.5,392,75.5,64.94,43.36,24.95,27.11,349,71,24.48,30.49,347,69,25.11,27.34,264.5,140,141,46.38,48.77
0,328,63,44.8,21.73,17.43,330.5,63,45.88,21.96,19.67,269,14.4,11.11,269,14.02,10.85,458.5,455,83,72.64,46.88,25,30.44,453,450,83,72.65,46.14,25.31,29.55,390,74,24.11,28.33,390,73,24.39,27.59,284,158,160,52.01,51.63
0,277.69,48.73,45.94,19.59,21.08,268.04,58.38,42.58,18.55,25.49,256.5,13.94,11.27,252.5,14.66,12.18,459,455.5,82,71.93,45.74,26.93,31.46,454,449,83,73.53,46.18,26.58,32.39,388,75,24.99,30.66,383,75,25.21,27.31,291,158,156,51.71,49.77
0,304,60.5,44.45,21.35,19.06,303,62,44.09,22.5,20.57,241,13.64,11.03,242.5,14.5,11.72,419.5,417,76,65.69,44.27,24.99,28.27,418,415,77.5,66.65,44.03,24.37,27.68,355,70,22.64,27.31,308.77,74.02,21.52,23.22,264.5,146,145,49.55,50.82
0,301,54,39.59,20.11,17.19,301,55,41.01,20.22,19.43,228.5,12.61,11.81,228,13.59,11.42,416,413,77,65.36,40.45,25.25,28.33,418,413,75,64.44,40.45,23.24,28.36,353,68,22.7,25.12,354,69,21.24,24.15,283,146,147,45.8,46.38
1,274,46.5,36.45,20.16,14.46,271,46.5,37.15,16.76,15.72,206,11.34,9.8,203,10.88,8.95,426.87,398.95,78.55,59.63,41.53,20.03,22.15,381,378,65,56.52,37.65,18.51,21.42,328.62,65.08,24.57,30.64,416.47,77.5,21.65,23.1,247.5,134,130,43.21,43.58
0,284,53,40.39,18.36,16,286.5,52.5,40.45,19.24,18.14,219,11.19,10.34,222,11.73,10.87,400,398,71.5,63.35,42.13,22.51,27.16,399.07,413.19,76.68,71.96,39.19,28.35,20.96,338,65.32,22.35,26.82,340,67,24.4,24.26,246,140,142,47.91,46.95
1,268,50,35.25,18.05,17.88,278.5,51,34.63,17.5,18.37,214,11.94,11.53,219,11.47,12.04,374,372,65,55.72,37.58,21.27,24.9,375,374,66,55.53,37.53,21.57,25.2,323,60,19.92,26.45,320,60,19.23,22.15,245,128,131,42.9,42.66
0,321,61.5,44.58,21.1,20.45,321,62,45.53,20.42,20.82,251.5,15.61,11.32,253,13.69,11.52,446,445,81,69.71,47.72,28.35,30.82,441,437,82,70.3,46.33,27.01,31.53,389,75,24.83,32.22,388,73,25.18,27.91,280,153,142.58,53.14,51.02
0,326.5,59,45.65,23.44,21.83,328,59.5,44.58,24.63,22.69,258.5,18.27,15,261,19.81,15.32,453,450,83.5,74.58,47.15,30.18,32.75,441,438,83,72.55,46.46,29.51,32.7,382,80.5,26.82,37.94,380,79,26.73,33.8,296,164,162,53,51.5
0,287.26,51.8,44.46,20.35,20.43,323.5,58.5,45.8,26.09,25.71,233.81,14.43,11.39,252,17.81,14.36,448.39,391.52,72.3,59.33,39.47,28.08,26.9,456,446.5,80,70.15,46.05,27.09,34.47,395.5,76,26.27,32.18,394,72.5,25.11,31.22,270,159,160,52.2,51.4
0,318.5,61.5,46.47,22.81,21.36,315,61,46.42,22.8,22.45,253,15.16,11.99,252,15.86,11.92,452,449.5,83,72.76,46.53,27.51,29.41,450.5,447.5,83,70.93,47.15,27.3,28.53,371,76,23.59,29.37,370,75.5,24.25,28.85,269,155,155,51.55,52.27
0,298,60.5,48.29,23.86,21.37,304,62,49.89,25.2,22.46,231.61,14.03,12.17,240,16.11,13.65,435,429,83.5,70.86,47.08,25.87,30.13,436,430.5,83.5,73.76,47.39,26.48,31.11,366.5,78,21.87,31.78,365,77,23.89,26.24,275,165,164,52.28,52.73
0,324,53.5,42.39,18.9,20.98,328,59,43.83,19.11,23.2,245,13.89,11.07,254,15.13,13.45,451,449.5,73,62.85,41.43,24.92,27.57,448,445.5,74,63.01,40.23,25.5,25.5,399,65,21.41,26.43,399,66,22.56,23.16,237.5,144,146,46.78,46.14
1,308,49.5,36.83,18,17.06,308,52,36.36,18.04,18.71,233,13.25,10.48,233,13.75,10.64,421,419,67,57.75,36.55,21.73,25.44,420,416.5,67,58.9,36.29,21.38,25.47,354,62,20.03,24.28,352,63,20.35,24.65,250.5,137,136,42.11,42.13
0,318,56.5,40.33,21.18,23.07,283.94,56.19,42.26,15.4,22.46,250,14.57,13.96,282.32,12.94,11.07,430,426,72.5,63.95,40.65,23.86,31.46,431,429,71,62.88,40.43,24.32,31.75,380,68,23.19,28.01,383,68,23.52,28.05,251,145,147,46.71,46.73
0,294,57.5,42,19.31,17.34,294,58,43.5,20.15,20.87,228,14.77,10.18,225.5,14.26,12.12,476.48,381.83,78.61,72.21,45.02,28.08,29.03,383.02,417.85,79.1,66.78,44.29,21.74,29.33,346.06,78.56,20.13,29.61,327.46,72.1,24.15,23.93,257,142,145,47.62,47.61
1,298,56,41.04,19.1,16.95,298.5,58,41.55,19.59,18.79,223,10.31,10.85,227.5,11.9,11.05,424,418,74.5,64.26,42.55,22.78,27.07,424,419,75,65.42,42.78,22.93,27.43,357,67,21.03,27.42,360,68.5,21.2,26.14,277.5,144.33,156.19,47.26,47.26
0,285,51,40.42,20.02,17.41,288.5,52,40.79,21.15,18.9,216,11.54,9.18,215,12.96,9.7,391,386,69,59.64,37.8,21.66,22.86,387.5,381.5,69.5,59.61,38.39,20.93,23.13,320,62,18.57,22.77,316,63,19.48,21.41,261.5,141,136,44.16,44.8
1,275.5,49,36.14,21.04,17.24,282,49,36.99,20.73,16.32,243.95,16.34,10.98,218,12.91,9.56,382,378,68,58.51,35.58,23.29,21.68,383.5,457.49,77.07,71.36,37.3,23.46,22.27,320,62,18.78,24.44,324,74.88,18,21.86,279.5,147,150,43.78,43.64
1,288,59.23,36.62,19.01,16.72,288.5,50,36.49,19.05,17.21,218.5,12.5,9.81,222,12,10.03,408,403,73.26,65.07,38.23,25.13,23.06,407,401.5,68.5,58.61,38.63,24.45,23.99,327,64,19.82,24.56,328,63,20.38,22.16,264.5,150.31,162.8,43.54,45.14
0,312.5,66,43.58,18.51,20.54,314.5,67.5,45.15,18.98,20.29,248,13.28,12.08,248,13.43,11.41,438,435,77.5,67.26,45.22,24.08,26.86,441,439,78,68.31,45.55,23.49,27.13,362,71,22.19,25.44,365,71,22.25,25.1,268.5,145,147,50.97,50.84
0,309.61,52.62,34.6,18.61,17.7,326,69.5,45.36,19.35,22.89,255,13.99,11.91,255.5,13.95,11.86,449,444,81,70.91,46.32,27.07,30.49,451,447,81.5,70.45,46.6,27.27,31.32,384,74,20.79,24.52,382,74,20.77,24.26,265,153,152,51.8,52.36
1,307.29,59.61,38.27,20.06,17.82,290,54,38.63,16.21,19.52,216,12.84,10.12,217.5,12.58,9.86,391,388,71.5,60.23,40.34,22.62,25.12,397.5,395,71,60.52,39.3,23.16,26.09,332,64,20.72,22.87,330.5,62,21.49,21.62,232,144,145,46.51,46.19
1,274,50,37.29,14.1,15.51,302.33,45.95,36.98,15.07,16.82,194.5,12.55,9,243.79,17.75,10.85,376,369.5,68,57.02,38.59,22.01,20.67,374,369,71.5,60.55,38.03,20.82,21.69,340.79,70.13,25.15,22.51,306,77.61,19.23,18.95,234.5,135,137,43.59,42.42
0,329,58.5,45.3,18.47,20.47,336.35,59.87,45.71,24.53,23.05,250.5,13.59,11.05,254.5,14.13,11.32,444,441,79,68.7,42.88,23.93,28.5,444,442,81.5,70.85,42.58,22.91,29.85,391,71,21.37,25.24,390,74,20.59,25.14,273,160,158,48.75,47.8
1,251,53,35.14,14.96,18.22,261,55,36.52,15.7,18.3,253.99,17.21,10.35,206,11.9,9.28,370,368,68.5,58.7,37.42,22.48,22.2,374.5,373,70,60.42,38.57,23.03,21.82,304,66.5,17.63,20.37,298,66,17.64,19.97,248.5,136,135,43.95,42.67
1,275,51.5,35.15,13.76,16.1,279.5,53,35.87,14.2,15.91,211.5,10.63,8.22,215,10.71,8.55,395,392,66,56.6,35.38,21.97,20.04,389,387,66,55.42,35.51,22.18,20.21,332,60,17.39,22.18,331.5,59,18.62,21.59,230.5,128,129,40.23,41.3
1,288,52,37.68,14.48,17.08,296,53.5,40.46,15.15,17.67,219,12.91,8.75,223,12.25,9.28,425.5,421.5,70.5,60.1,40.24,22.73,22.19,430.5,424.5,72,61.16,40.92,22.67,21.21,352.5,64,18.11,19.32,357,63,18.83,18.85,271,144.28,136,45.26,45.38
0,308.5,63,46.36,20.27,22.34,310.5,64.5,45.35,20.16,22.38,242,16.44,12.39,242,15.79,12.09,437,433,83,72.13,46.85,26.88,30.01,440.5,439,86,74.9,48.07,27.45,27.92,360,76.5,23.54,28.58,362,77.5,24.01,28.18,269,149,158,51.4,51.75
0,297,58.5,38.78,19.32,20.69,301.5,60,39.16,20.2,20.44,240,13.81,11.99,243,13.28,11.92,424,421,75,64.23,40.31,24.94,26.31,420.5,418,75.5,65.16,42.36,25.7,26.87,352,66.5,23.04,24.58,352,68,22.21,23.11,249,149,146,43.96,46.06
0,298,54,40.56,16.03,18.29,303,55.5,41.94,16.42,18.97,227,12.91,9.37,231,12.86,9.41,427.5,425,71.5,60.74,38.84,21.83,22.84,423,421,72,61.44,39.47,21.56,23.7,365,62,19.4,21.82,368,63,19.44,21.7,263,145,145,44.86,46.64
0,293,58,42.92,19.82,19.69,297,58.5,42.39,19.13,19.25,226,13.49,11.22,231.5,13.83,11.5,415,412,75.5,63.94,43.65,23.17,26.32,417,413,76,65.87,44.67,22.78,26.98,341,69,20.48,24.98,344,67,20.52,23.27,231,137,154.56,49.64,50.54
1,271,49,37.14,13.97,16.02,279,50,36.64,14.49,15.64,242.6,15.72,10.01,215,10.6,8.87,381,379.5,66,56.75,37.17,21.03,20.1,380.5,377,67,57.38,38.55,21.07,20.06,395.89,75.66,23.65,28.17,369.62,66.6,22.81,20,224,130,132,42.21,43.41
0,293,64,42.53,19.81,21.19,310,64,42.65,19.86,21.66,239.5,16.33,11.25,244,16.47,11.32,418,414,78,66.48,41.93,24.18,26.98,420.5,418,77,67.14,41.55,24.93,26.7,355,70,21.9,26.1,356,67,22.62,24.3,240.5,151,150,48.02,47.03
0,303.5,60,45.09,18.28,17.55,307.5,60,44.89,17.58,18.81,225.58,11.07,13.88,231,13.7,11.29,425,424,80,69.4,44.9,26.47,22.76,426,424,82,72.89,44.73,25.73,22.7,353,71,22.11,23.8,358,71.5,22.78,23.51,254.5,140,141,49.45,49.02
0,279,59,40.23,16.69,18.59,280.5,60.5,40.34,17.11,18.26,214,14.81,10.32,215,14.59,10.47,404,403,77,67.16,41.34,27.34,25.57,403,402,77,66.37,41.05,29.68,23.81,341,69,21.18,25.43,342,71,20.17,26.38,253,140,142,48.52,47.96
1,296.69,58.76,47.17,19.43,20.83,290,48,36.8,14.78,17.91,204.16,9.53,15.17,231,10.56,8.95,427,421,72.05,64.7,37.74,21.62,22.1,418,415,68,58.95,37.46,22.47,24.21,346,66.27,18.22,20.04,344,60,18.94,21.84,235,136,134,44.01,44.31
0,294,60,42.23,17.8,18.6,298,61,41.97,18.81,18.91,236.5,14.11,10.53,233,14.57,11.27,428,425,78,67.5,44.06,27.42,24.02,427,425,77.5,67.27,43.08,25.81,25.16,355.5,68.5,21.97,24.67,357,68.5,22.01,25.24,263,151,151,48.64,48.25
0,325.5,64,44.01,20.26,20.36,325,64,44.27,20.26,20.79,258,14.5,11.76,260,13.57,11.98,454,451,77,66.31,42.03,26.88,28.62,452.5,449.5,79,67.17,41.96,27.19,28.34,396,72,23.72,27.04,394,72,24.2,26.22,266.5,157,156,48.14,47.78
0,312,59,42.42,18.78,19.16,315.5,60,44.55,20.02,21.1,239.5,13.75,11.18,242,14.12,11.53,428,425,76,65.48,43.97,25.02,27.54,430,426,76,65.26,44.86,25.88,27.41,358,71,22.27,24.7,359,69,23.87,23.74,269,152,149,48.13,49.86
0,281.8,55.12,51.53,16.42,21.06,294.18,66,44.81,21.88,20.39,247,16.58,12.63,248,16.92,12.48,469,464,79.5,68.61,42.54,26.74,28.87,467,462,79.5,68.65,42.72,26.04,30.52,331.88,79.31,21.29,33.12,388,71.5,25.09,30.06,262,161,165,48.54,49.56
1,292.5,55,40.73,16.46,18.09,304,57,41.83,15.77,18.73,215.78,13.24,11.79,225,12.77,10.01,429,428,74,63.9,40.69,24.82,25.95,427,423,72,61.88,40.78,25.46,25.09,354,65,22.57,25.61,352,66,21.41,22.31,233.5,146,148,46.99,47.05
1,262.5,49,34.08,13.65,13.67,268,52,34.14,13.87,13.84,194.5,10.24,7.51,198.5,9.94,7.98,375,372,65,55.71,34.82,20.8,20.24,377,373.5,65,55.45,34.86,20.12,19.52,307,58,17.32,20.19,307,59,17.62,19.83,227.5,136,135,39.13,39.34
1,242,49,35.85,13.63,14.77,247,49.5,34.87,13.01,15.93,193,11.19,8.1,225.02,12.1,10.86,361,359,66,55.6,37.24,20.97,19.25,362,361,67,57,36.53,20.29,20.22,300,58,16.05,19.63,398,60,17.31,19.68,249,149.39,154.74,43.08,43.57
0,267,56,39.55,18.27,17.16,275,58,40.23,17.97,18.23,207,12.04,10.19,209.5,12.79,10.44,373,372,73,63.01,38.98,24.33,22.55,370.5,369.5,73.5,63.24,39.62,23.92,23.83,311,65.5,18.92,23.26,312,64,19.74,21.43,235,135,134,43.78,45.78
1,264,48,37.1,16.51,18.31,268,50.5,35.8,15.65,17.84,205.5,11.27,9.09,206,12.16,9.05,378,377,65,57.09,35.79,22.23,22.58,375,373,64,55.5,36.05,22.49,22.11,319,59,18.19,21.73,318,58,18.51,20.12,242,135,134,40.65,41.5
1,273,51,37,17.07,16.45,279,52,37.67,16.4,16.68,212,10.53,8.83,215.5,11.13,9.45,410,407,70,60.21,38.94,21.41,21.92,403,400,69,59.1,38.92,22.21,21.75,340,66,19.12,20.68,336,62.5,20.02,20.41,232,139,137,45.5,46.13
1,313,54,39.25,16.33,18.16,318,55,39.42,16.55,19.49,239,11.14,10.43,243,11.89,10.68,432,431,75,65.05,40.35,26.29,24.31,437,436,75.5,64.38,40.97,26.04,25.18,373,67,22.58,25.43,373,67,23.81,23.45,278,154,152,47.85,48.02
0,304,61,42.72,20.8,18.46,300,63,42.72,20.91,19.03,218.65,17.44,12.93,249.8,14.9,8.56,440,437,79,68.64,44.02,25.2,28.83,454,449,78,67.18,49.45,23.5,29.71,370,70,23.25,24.89,380,70,21.85,24.07,242.5,140,143,50.66,55.41
0,301,60,42.89,18.63,20.33,310,61,41.76,18.6,21.58,238.84,17.01,12.2,216.33,14.99,11.26,428,420,80.5,69.9,46.1,24.75,28,428,419.5,79,68.51,46.49,23.91,27.09,358,70,20.86,26.25,358,70,21.25,25.19,250,146,147,52.1,52.82
0,302,67,46.36,20.36,19.54,308,66.5,47.24,20.97,20.1,239,12.97,11.19,248.5,13.45,12.48,438,435,82,70.26,47.39,24.67,25.48,438,433.5,82,70.48,47.21,24.96,26.65,352.5,71,20.34,25.8,353,71.5,21.89,26.03,268,162,161,52.82,52.47
0,289.5,57.5,40.14,19.8,21,295,59.5,41.72,20.56,21.28,232,14.69,12.01,231,15.49,12.07,418,414.5,74.5,65.24,39.08,25.63,27.56,420,414,74,65.2,40.15,25.61,28.27,348,69,21.81,25.51,349,69,23.82,24.47,232,141,143,45.35,46.02
1,295,53,38.85,15.65,16.39,295,55,38.52,15.59,17.52,221,12.33,8.54,224.5,12.67,9.28,435,429,75,64.59,40.7,23.56,22.61,430,427,74.5,64.23,39.94,22.75,22.78,358,66.5,19.22,20.56,359,65,20.26,20.42,257,145,142,46.34,45.95
1,315,52,39.82,14.77,16.32,331.48,70.05,39.72,18.25,19.16,249,10.82,9.18,242.65,12.54,13.68,453,451,71,60.18,41.33,22.23,23.87,446,444,74,63.24,40.11,22.98,22.6,310.18,72.32,21.03,24.93,379,63.5,20.79,23.09,247,143,147.08,46.96,46.12
0,320,70.5,54.71,26.61,24.27,323.5,73,55.18,27.48,25.9,244.5,17.9,13.5,247,20,14.34,465.5,464,93.5,82.21,57.39,33.39,36.62,465,464,93,82.85,57.86,33.79,37.53,370,85,27.36,31.48,371,85,26.63,29.88,281.02,148.04,151.62,41.03,47.55
1,261,52.5,38.08,20.47,20.09,264,53,37.65,19.34,21.27,193,14.01,10.48,190,14.63,10.27,366.5,363,65,56.42,38.6,23.33,28.26,363,360,66,56.39,38.15,23.95,28.14,299,58,19.04,22.47,292,59,19.26,22.05,246,130,130,44.74,43.46
0,289,54,40.11,20.81,20,290,65.58,39.94,21.03,21.42,216,14.53,10.46,231.67,14.6,11.56,410,404,69,59.75,43.41,27.39,29.01,395.38,401.05,69.44,74.31,46.64,23.45,23.83,327,66,22.24,26.39,347.39,77.87,25.88,22.9,245,139,140.45,49.47,49.28
0,288,52,37.35,17.07,17.72,288.5,57,38.56,19.96,19.57,257.06,14.42,9.9,235.5,12.66,10.56,427,423.5,71,62.78,40.09,21.69,26.95,427,423,74.47,79.34,40.23,21.67,27.82,360,68,21.16,27.02,353.33,68,19.94,25.76,204,128,130,45.07,46.49
0,313.5,54,42.33,16.38,17.79,322.5,56,43.41,18.39,19.74,239,11.66,10.26,246,11.93,10.38,466,463,75,67.07,44.2,24.84,25.84,457,456,76.5,67.03,44.16,23.77,26.95,388,71,20.76,29.9,389,71,22.93,26.62,238,149,146,48.36,49.19
0,288.83,54.48,40.68,20.46,23.04,282,52.5,38.5,15.94,18.74,226.5,10.6,10.43,228,10.09,10.8,396,392,66,57.05,38.94,24.2,22.43,403,401,69,61.28,40.32,24.34,24.52,340,60,20.57,23.41,349,60.5,21.62,26.24,220,159.12,142.98,45.95,47.3
1,276.5,51.5,36.05,17.41,16.01,279,52,35.89,17.39,16.62,207,12.11,9.71,253.92,16.53,9.86,394,388,65.5,56.71,38.17,22.34,25.57,394,390,65.5,55.99,38.67,22.39,26.1,326,59.5,17.66,23.25,327.5,61,18.59,23.76,220,128,127,43.74,44.58
0,332.02,50.25,44.45,17.69,19.86,285.5,53,36.8,19.01,18.14,236.88,8.54,11.45,242.06,14.82,14.15,440.5,436,79.5,68.87,44.5,26.27,28.09,438,432.5,80,68.22,44.13,22.04,27.84,379,71,21.15,26.67,376,71,23.25,28.38,270,130.32,151,50.81,49.28
0,323,60,43.97,19.99,17.85,317.5,63,43.48,20.96,20.23,243,13.64,11.63,242,13.5,12.17,402.48,428.3,76.19,71.57,41.7,22.42,21.17,433.68,432.34,81.9,59.78,37.17,23.42,28.37,392.96,70.58,22.1,25.88,349.46,74.76,23.79,25.43,264,155,156,49.08,50.1
0,308.39,61.19,51.2,19.49,18.36,298,53,43.67,22.48,22.08,245,12,10.3,246,13.49,11.05,424,422,77,67.44,41.44,27.11,31.08,419,417,79,69.27,41.16,26.76,31.14,370,72,24.05,32.68,370,72,25.6,29.34,246,154,156,47.33,46.17
1,290.5,52.5,36.52,18.2,16.5,292.5,54.5,35.83,18.1,16.61,227,11.61,9.65,229.5,11.32,9.09,405.5,403,72,61.54,39.78,23.62,24.48,404,400,72,61.94,39.59,24.22,25.14,341,63.5,19.78,24.43,342,65,19.49,23.27,250,135.63,160.9,45.69,44.73
0,287.5,52,40.43,19.56,17.15,293,53,40.51,18.58,18.04,222,13.35,9.58,225,13.27,10.07,421,415.5,69,58.1,38.08,21.22,25.29,420,416,67,56.93,37.69,20.77,24.53,350,66,21.27,23.58,346,64,20.48,23.54,246,136,138,43.59,42.4
1,278,51,37.31,17.72,17.69,303.15,57.57,39.72,23.21,17.09,217.95,9.79,11.97,235.77,16.96,10.87,414,406.5,75,65.61,37.41,22.91,29.23,406.65,430.86,68.57,62.33,46.47,21.09,27.73,347,68,21.49,27.37,345,67,21.51,24.22,253,147,123.88,44.85,43.93
0,290.44,69.26,46.77,19.29,20.36,297.76,50.05,49.26,19.75,20.66,233.87,15.54,10.05,265.5,15.64,12.39,464,458,85.5,73.31,48.45,29.21,29.87,419.76,404.68,73.98,57.34,43.39,27.94,27.48,404,74.5,25.83,28.5,395.11,71.32,22.3,25.77,284,159,160,52.04,53.81
0,318,58,42.4,20.43,19.73,314,58,43.19,22.04,21.52,261.51,9.95,11.57,249,12.84,12.61,443,442,77,66.29,42.52,23.72,30.23,442.5,441,78.5,68.59,42.15,23.45,30.31,386,70,22.82,31.05,388,70,22.51,27.98,248.5,141,142,47.75,48.06
1,292,49,34.45,18.22,18.03,295.5,48.5,35.79,19,18.27,222.5,11.18,10.54,228,11.83,10.01,414,409,66,55.92,38.2,24.1,26.66,410,407,65.5,55.66,37.49,24.11,26.37,350,61,20.11,26.69,347,61,20.57,24.92,256,136.36,143,43.41,42.96
0,326.5,60,46.8,21.43,19.46,331,60.5,47.37,21.18,21.31,250.5,11.97,11.01,251,12.83,11.51,456,452,83,71.22,46.21,25.16,30.34,455,449,82,68.42,45.53,25.02,30.33,380,71,24.11,30.91,380,72,23.95,28.8,280,143.87,136.96,51.14,51.09
0,288.5,49,36.35,17.93,18.93,290.5,51,35.91,17.91,19.08,212,13.46,10.32,235.73,17.28,13.23,409,406,68.5,60.38,39.51,23.24,27.6,409,405,69,60.41,39.3,23.27,27.41,334,64.5,19.97,25.05,335,62,21.57,24.43,257,136,135,45.18,46.2
0,303,61.5,40.48,19.51,16.65,309.5,61.5,41.92,20.49,19.7,243,12.79,9.94,245.5,14.92,11.15,432,429.5,78,67.33,43.99,25.06,26.17,425.5,423,78,66.24,44.28,26.32,26.24,372,68.5,22.06,29.61,372.5,68,21.5,27.69,274,156.97,154.31,47.74,47.57
1,280,49,36.01,15.78,16.1,252.21,56.11,38.68,21.94,22.47,214.5,11.32,9.79,230.54,14.34,11.48,391,388,66,55.89,37.34,21.54,25.31,414.97,359.46,89.7,49.41,44.38,21.45,29.28,353.04,69.43,20.56,27.31,394.1,71.29,23.52,25.25,237,128,131,41.61,42.7
0,310.5,57,43.32,18.77,17.88,345.69,50.08,43.74,21.56,16.4,248,11.45,10.06,249,12.28,11.37,443,441,81,70.98,43.63,22.67,29.03,480.3,458.44,78.38,64.3,38.85,22.33,28.43,371,72,22.46,30.87,335.83,69.67,26.36,23.95,274,150,182.3,47.56,48.87
0,318,63.5,46.3,21.57,19.52,320,63,46.98,24.39,21.79,248,15.74,10.74,252,16.24,11.52,437,435.5,86,74.56,47.04,27.38,30.23,437,432,86,75.16,46.81,26.21,28.95,388,79,25.13,31.45,388,80,25.87,29.16,273,156,155,52.41,51.97
0,315,62.5,45.09,20.03,18.52,317,62,45.87,22.47,21.21,254,13.82,10.96,244.6,15.13,10.53,467,464,83,72.8,45.33,23.34,32.96,461,458.5,83.5,72.57,45.44,23.02,33.36,349.96,70.68,23.18,33.95,369.35,69.64,21.94,27.31,274,145.63,157,51.34,52.24
0,304,56.5,41.03,19.34,17.67,303,58,44.73,22.31,20.44,243,12.32,10.55,240.5,12.75,11.11,430,428,82,70.24,44.41,24.29,30.47,426.5,421.5,82.5,69.89,43.16,24.75,31.72,365.5,72.5,25.16,30.67,364,75.5,23.85,29.41,282,158.09,165,48.61,47.98
0,337,59,47.91,21.36,19.37,289.83,64.19,37.71,21.81,21.13,275,12.54,11.32,277,13.9,12.06,466,461.5,84,73.79,46.85,25.25,33.46,464,458,84.5,74.03,45.73,25.34,32.02,343.03,82.09,22.94,20.13,400,76.5,24.01,28.75,262,155,154,51.71,52.59
0,307,55,43.59,20.6,20.99,325.09,51.41,37.67,21.02,22.24,244,12.91,11.48,226.28,14.97,11.3,439.77,425.62,75.03,69.53,47.19,25.02,28.01,418,415,70.76,71.8,42.69,24.27,27.12,334.54,64.63,20.07,22.83,360,65.98,21.5,26.58,282,149,149,46.9,45.04
1,283,55.5,40.04,21.12,16.57,291.5,55,38.3,20.2,16.21,215.5,13.17,10.53,215.5,12.82,10.42,395,424.9,70.44,70.98,39.08,26.19,26.02,394,390,70,59.69,38.78,23.13,24.85,321,63.46,21.72,26.44,322,65,21.49,25.11,280.5,148,149,44.29,44.51
0,327,63,45.79,19.76,17.87,342.14,41.24,44.05,17.28,17.44,264,13.08,11.48,235.27,14.3,11.64,435,432,79,68.6,43.57,23.65,30.27,427,423.5,80,69.21,42.89,25.42,29.48,386,73,22.77,28.41,364.44,59.8,25.61,23.31,238.55,146,145,45.67,50.79
0,298,50,42.27,18.87,18.14,299,66.28,42.24,18.62,19.65,234,12.31,10.56,228.5,12.28,10.4,419.5,418,75,65.91,42.12,23.46,28.37,419,415.5,75,66.22,41.7,24,27.82,362,69,23.4,25.73,361,71.5,23.53,24.6,263.5,144,143,47.6,47.86
0,309,58.5,45.24,20.74,18.92,310.5,59.5,45.7,22.22,20.06,243,13.04,10.61,242,12.65,10.69,437.5,435.5,82,70.56,44.7,25.32,29.52,432,431,82,70.16,44.8,26.24,30.47,374,72,22.4,32.35,370,72,22.47,32.27,284,155,155,48.75,49.64
